,% Change,52 Week Range,Change,Circulating Supply,Day Chart,Market Cap,Name,Price (Intraday),Sscore,Symbol,Total Volume All Currencies (24Hr),Unnamed: 0,Volume in Currency (24Hr),Volume in Currency (Since 0:00 UTC),cagr,currency,marketCap,period,price,returns,sharp_ratio,std,volitility
2021,-7.20%,,-0.000865,13.892M,,154802,Enigma USD,0.011143,-0.0,ENG-USD,119685,21,119685,119685,-0.4839310598146246,USD,0.0,5.8191780821917805,0.01064230315387249,-0.45671714846152556,-0.013797843657554985,0.13135165767440232,33.100617733949385
2022,-6.20%,,-0.00034,30M,,154232,Mrweb Finance USD,0.005141,-418.06179978721195,AMA21168-USD,4767,22,4767,4767,-0.7718944020078246,USD,33667.0,1.095890410958904,0.0011222608154639602,-1.0203905349485742,-0.012417554275320401,0.3260842432979011,82.17322931107107
2023,-0.55%,,-2.9e-05,29.576M,,154069,Phore USD,0.005209,-1130.3716803856,PHR-USD,1,23,1,1,-0.55208331401131,USD,87129.0,5.824657534246575,0.0028536526951938868,-0.5552857674668126,-0.012973541305255425,0.1698468366052461,42.80140282452202
2024,+32.27%,,0.001337,27.907M,,152949,Curecoin USD,0.005481,-0.0,CURE-USD,113,24,113,113,-0.4638231959361735,USD,0.0,5.8191780821917805,0.00907980464398861,-0.4303271537578055,-0.012899760155732205,0.13237823145014274,33.35931432543597
2025,-5.94%,,-7.1e-05,135.939M,,152460,DOS Network USD,0.001122,-0.0,DOS-USD,7172,25,7172,7172,-0.5694352419543255,USD,0.0,4.454794520547945,0.001089894212782383,-0.5817800010710633,-0.021455839148872013,0.10760011677391869,27.115229427027508
2026,0.00%,,0.0,17.926B,,152329,Banca USD,8.5e-06,-0.0,BANCA-USD,9078,26,9078,9078,-0.5528465375257072,USD,0.0,5.463013698630137,8.497451744915452e-06,-0.5556796261679595,-0.015639731722849735,0.1409920528494268,35.52999731805556
2027,+4.29%,,0.0,28.97T,,152325,The Corgi of PolkaBridge USD,1e-08,,CORGIB-USD,1951,27,1951,1951,inf,USD,61916.0,2.252054794520548,2.137269472513026e-09,inf,,,
2028,-6.91%,,-9.4e-05,120.356M,,151987,Donut USD,0.001263,34824.766045898956,DONUT-USD,1547,28,1547,1547,0.9352595736005755,USD,2730954.0,3.0767123287671234,0.022690655663609505,0.45583794230198144,0.012751868411514421,0.14185221059740666,35.74675707054648
2029,+1.08%,,0.0,9.995B,,151918,U Network USD,1.5e-05,,UUU-USD,186308,29,186308,186308,-0.7782213023746443,USD,0.0,5.383561643835616,5.04653257848986e-07,,,,
2030,-0.54%,,-1.3e-05,61.446M,,151591,Maxcoin USD,0.002467,-0.0,MAX-USD,0,30,0,0,-0.23078116654133551,USD,0.0,5.8191780821917805,0.0025938497856259346,-0.1812352035691571,-0.0024132937331185224,0.29801068385540885,75.09869233156303
2031,-1.58%,,-2.3e-05,103.506M,,151029,FantomStarter USD,0.001459,-1956.1710160288942,FS-USD,265,31,265,265,-0.9580300201213592,USD,29087.0,1.832876712328767,0.0002810202422551811,-2.1891555387038695,-0.06725241571935553,0.12917194216246708,32.551329424941706
2032,-5.98%,,-0.000333,28.825M,,150891,Chirpley USD,0.005235,-5025.850907464741,CHRP-USD,680158,32,680158,680158,-0.8850694382252322,USD,81567.0,0.989041095890411,0.0028298075776547194,-1.4936538087597735,-0.06161622846818862,0.09619539853642183,24.2412404311783
2033,-0.54%,,-3.9e-05,21.145M,,150703,Bitstar USD,0.007127,-0.0,BITS-USD,4,33,4,4,-0.29619353720894137,USD,0.0,5.8191780821917805,0.002853234764188528,-0.24411720012678162,-0.009021017555048671,0.10738467608679016,27.06093837387112
2034,+0.01%,,0.0,137.23M,,149679,Color Platform USD,0.001091,-1546.2586327856789,CLR-USD,1,34,1,1,-0.5813785829166844,USD,149552.0,3.9205479452054797,0.0010897942120209336,-0.601201789816182,-0.010339270840815762,0.23074367862978049,58.14740701470468
2035,-1.03%,,-0.0,8.2B,,149144,Havy USD,1.8e-05,,HAVY-USD,0,35,0,0,-0.1023675869576881,USD,0.0,4.980821917808219,1.6351219528587535e-05,,,,
2036,-2.47%,,-5.2e-05,72.754M,,148063,EarthFund USD,0.002035,-9617.699073863272,1EARTH-USD,240971,36,240971,240971,-0.9575404223414942,USD,120107.0,1.7753424657534247,0.0016508594853803515,-2.1811482135079743,-0.08007609110096224,0.10808906796774281,27.238445127871188
2037,-0.27%,,-4.3e-05,9.091M,,147777,ShopNEXT USD,0.016255,-22988.178757177262,NEXT23148-USD,7143,37,7143,7143,-0.9787545442466965,USD,154669.0,0.6493150684931507,0.011198759078979492,-2.6591953091853813,-0.14862822386630328,0.07099837476043229,17.89159043962894
2038,-22.51%,,-0.003593,11.941M,,147648,Bitcoin Green USD,0.012365,-2555.596115302584,BITG-USD,74,38,74,74,-0.6848122827500804,USD,109026.0,5.454794520547945,0.009130354039371014,-0.7971394417756262,-0.023440244669185185,0.134949604738398,34.007300394076296
2039,-2.60%,,-0.00027,14.384M,,145395,Galaxy Fight Club USD,0.010108,-8373.973699215816,GCOIN-USD,7372,39,7372,7372,-0.9670345382439892,USD,63137.0,1.6547945205479453,0.004389171488583088,-2.3558857795100043,-0.13263179592340174,0.07048651515427577,17.762601818877496
2040,-0.29%,,-2e-08,18.887B,,145382,CoTrader USD,7.7e-06,-826.6495751261525,COT-USD,0,40,0,0,-0.4454359420212386,USD,117204.0,4.495890410958904,5.860208602825878e-06,-0.407047629210301,-0.007053083300281155,0.2290159212805211,57.712012162691316
2041,-1.64%,,-0.006869,352746,,145351,Novara Calcio Fan Token USD,0.412056,-8493.223780046139,NOV-USD,18025,41,18025,18025,-0.715385270112439,USD,175544.0,2.4602739726027396,0.4976525604724884,-0.8675834170648855,-0.048382307455943456,0.07115806414760288,17.931832165195924
2042,-5.58%,,-1.2e-05,699.592M,,145233,Seele-N USD,0.000208,-0.0,SEELE-USD,31212,42,31212,31212,-0.714382414007985,USD,0.0,5.263013698630137,0.00041192222852259874,-0.8651549908278049,-0.0148160986700576,0.2317178632486669,58.392901538664056
2043,-9.46%,,-0.018716,810204,,145189,Team Vitality Fan Token USD,0.179201,-10023.151415094158,VIT-USD,1375,43,1375,1375,-0.6073941961230064,USD,251059.0,2.117808219178082,0.30987170338630676,-0.6454991834111301,-0.03992348975776275,0.06416034048170483,16.168405801389618
2044,-0.54%,,-1e-06,528.445M,,144856,2GIVE USD,0.000274,-0.0,2GIVE-USD,,44,,,-0.4267540172892196,USD,0.0,5.8191780821917805,0.00025938497856259346,-0.38417252610176006,-0.0157579750374849,0.09674429281497213,24.379561789372975
2045,-0.92%,,-6.6e-05,20.167M,,143731,x42 Protocol USD,0.007127,-313.31563550627584,X42-USD,821,45,821,821,-0.16340022812178945,USD,102004.0,3.956164383561644,0.005058006849139929,-0.12317586889900013,-0.0030716014617689093,0.1591329919051725,40.10151396010347
2046,-0.88%,,-4e-06,319.927M,,142771,CryptoSoul USD,0.000446,-319.09160655987375,SOUL3501-USD,58,46,58,58,-0.28910057890566276,USD,99035.0,4.857534246575343,0.0003095559077337384,-0.23558501023141912,-0.0032220084471133816,0.290148572561791,73.11744028557133
2047,-28.98%,,-4.9e-05,1.184B,,142120,Xeno Token USD,0.00012,-9033.09125288598,XNO8368-USD,63936,47,63936,63936,-0.9444318451516753,USD,106500.0,2.580821917808219,8.998549310490489e-05,-1.9953877782940936,-0.08481775824306086,0.09335551461676145,23.525589683423885
2048,+6.16%,,0.000149,55.063M,,141734,My Master War USD,0.002574,-14169.730731843989,MAT-USD,9301,48,9301,9301,-0.9696496098621467,USD,113561.0,1.915068493150685,0.0018887987826019526,-2.412948954924819,-0.12477638213686026,0.07673883551994784,19.338186551026855
2049,-6.73%,,-0.001265,8.057M,,141175,ROCKI USD,0.017522,-367.67476663594744,ROCKI-USD,40234,49,40234,40234,-0.761154395616597,USD,10661.0,2.6931506849315068,0.001323115429840982,-0.9886256480187973,-0.03448783103235601,0.11375367871605575,28.66592703644605
2050,-1.03%,,-3e-06,554.052M,,141081,Hyprr USD,0.000255,-0.0,UDOO-USD,4494,50,4494,4494,-0.6191860209766114,USD,0.0,4.734246575342466,0.0002570000069681555,-0.6680998296130984,-0.02170035645822315,0.12217263827697789,30.787504845798427
2051,-1.03%,,-1e-06,2.583B,,140939,Sakura Bloom USD,5.5e-05,-0.0,SKB-USD,68063,51,68063,68063,-0.4910946263903504,USD,0.0,5.306849315068493,0.00014604370517190546,-0.46636789840283394,-0.004119400497268185,0.44925621209459826,113.21256544783876
2052,+0.02%,,1e-06,41.06M,,139069,Refinable USD,0.003387,-10224.526666880805,FINE-USD,150418,52,150418,150418,-0.9577878051615766,USD,95834.0,2.3534246575342466,0.0023340133484452963,-2.1851825283917785,-0.10668997085461115,0.081276235902872,20.481611447523743
2053,-0.99%,,-0.000326,4.252M,,139023,AquariusCoin USD,0.032698,-203.1921475515771,ARCO-USD,45,53,45,45,-0.11445039154735148,USD,112788.0,5.8191780821917805,0.025755826383829117,-0.08391724289934624,-0.0018015404790543063,0.18484454610482534,46.580825618415986
2054,-0.21%,,-2e-06,123.107M,,137981,Pacoca USD,0.001121,-13241.004683826697,PACOCA-USD,1324,54,1324,1324,-0.9211294584157222,USD,134708.0,2.197260273972603,0.00040687163709662855,-1.7536075785460454,-0.09829412272342175,0.07079528296830129,17.840411308011923
2055,-0.05%,,-0.0,639.107M,,137139,SolChicks Token USD,0.000215,-4842.487509368204,CHICKS-USD,34,55,34,34,-0.9934145386168906,USD,31087.0,1.7232876712328766,4.864137008553371e-05,-3.467858909255486,-0.1557721076130924,0.08834280468348328,22.262386780237787
2056,-0.67%,,-0.00014,6.604M,,137046,FreedomCoin USD,0.020751,-235.1630427074233,FREED-USD,22,56,22,22,-0.1838365527114909,USD,96275.0,5.008219178082192,0.014577435329556465,-0.14025052476340777,-0.0024426179455458146,0.22784967352629953,57.418117728627486
2057,-2.45%,,-0.000288,11.92M,,136882,Nyzo USD,0.011484,-2429.9493920891287,NYZO-USD,10256,57,10256,10256,-0.6460722409091788,USD,92313.0,3.6191780821917807,0.0077446321956813335,-0.7171039429416245,-0.02632293817868695,0.10810535464968432,27.24254937172045
2058,+2.47%,,0.000225,14.677M,,136790,Evedo USD,0.00932,-485.135779235147,EVED-USD,39743,58,39743,39743,-0.19647183084690512,USD,170803.0,4.2904109589041095,0.010894169099628925,-0.15102258948465574,-0.0028403235261391605,0.2109956786623866,53.17091102292142
2059,-1.03%,,-0.0,7.519B,,136754,EOS TRUST USD,1.8e-05,-0.0,EOST-USD,9,59,9,9,-0.20402186821230894,USD,0.0,4.134246575342465,1.6351219528587535e-05,-0.15754043470740445,-0.0010106660678677842,0.6185628221466091,155.8778311809455
2060,+1.36%,,4e-06,500M,,136735,Zeepin USD,0.000273,-0.0,ZPT-USD,10506,60,10506,10506,-0.7086946705709635,USD,0.0,5.594520547945206,0.00019779203284997493,-0.8515413605582115,-0.021096477676780735,0.1601751929843083,40.36414863204569
2061,-0.54%,,-3e-05,24.7M,,135416,Kobocoin USD,0.005482,-0.0,KOBO-USD,1,61,1,1,-0.27036298047121765,USD,0.0,5.8191780821917805,0.003890774678438902,-0.21844589972275574,-0.006491256943975698,0.13354097918248717,33.65232675398676
2062,-0.26%,,-4e-06,95M,,134752,FintruX Network USD,0.001418,-0.0,FTX-USD,766,62,766,766,-0.6296306835976795,USD,0.0,5.367123287671233,0.0014911339385434985,-0.68575387375198,-0.024219062604620208,0.11235965549891683,28.31463318572704
2063,-10.76%,,-6e-06,2.663B,,133623,SpaceFalcon USD,5e-05,-8563.909702883213,FCON-USD,48328,63,48328,48328,-0.9487970408428804,USD,88607.0,1.6027397260273972,3.327103695482947e-05,-2.051872339856071,-0.0966504870143805,0.08424531325716877,21.22981894080653
2064,-0.15%,,-0.0,523.859T,,133367,Dynamix USD,0.0,,DYNA-USD,48,64,48,48,inf,USD,86580.0,1.915068493150685,1.653553544089803e-10,inf,,,
2065,+0.56%,,1e-06,989.061M,,132930,IHT Real Estate Protocol USD,0.000134,-0.0,IHT-USD,9115,65,9115,9115,-0.7282805973537538,USD,0.0,5.512328767123288,0.00010440343612572178,-0.8995953670566162,-0.02655035330702952,0.13445481662197503,33.88261378873771
2066,-0.54%,,-0.000147,4.898M,,132911,Synergy USD,0.027138,-0.0,SNRG-USD,2,66,2,2,-0.5495779130751468,USD,0.0,5.8191780821917805,0.01504432875663042,-0.5598770279007814,-0.02364829915885442,0.09394900761265317,23.6751499183886
2067,+0.14%,,0.0,"13,503.541T",,132556,Wolf Safe Poor People USD,0.0,,WSPP-USD,77,67,77,77,inf,USD,86551.0,2.1424657534246574,6.409570790788521e-12,,,,
2068,+0.01%,,0.0,1.89B,,132387,Soda Coin USD,7e-05,-5822.357709573143,SOC5126-USD,0,68,0,0,-0.7498041938372653,USD,207851.0,3.5315068493150683,0.00011000000085914508,-0.9565722839544875,-0.028012170783749627,0.13550973221704904,34.14845251869636
2069,+0.89%,,1.8e-05,65.351M,,131747,Qubit USD,0.002016,-0.0,QBT-USD,10467,69,10467,10467,-0.5666531691949008,USD,0.0,5.7534246575342465,0.002005005022510886,-0.5773332956762547,-0.024930533595999605,0.09189555180399579,23.15767905460694
2070,-0.41%,,-1e-06,386.631M,,131634,BidiPass USD,0.00034,-1401.9554801252095,BDP-USD,4,70,4,4,-0.7988923634920513,USD,58161.0,3.9972602739726026,0.00015043120947666466,-1.1073604995301056,-0.02410473479006911,0.182299773667638,45.93954296424477
2071,-0.00%,,-0.0,39.63M,,130846,Stealth USD,0.003302,-0.0,XST-USD,22,71,22,22,-0.47412688795511093,USD,0.0,5.8191780821917805,0.005199323408305645,-0.48555876224342615,-0.011752543973965855,0.16394922574731385,41.315204888323095
2072,+4.99%,,3.7e-05,167.4M,,130779,Teloscoin USD,0.000781,-163.73769264943977,TELOS-USD,1,72,1,1,-0.42634813533599647,USD,36907.0,4.868493150684931,0.00022047723177820444,-0.38368385945918687,-0.004436494232786186,0.34318876977277807,86.48356998274008
2073,-8.86%,,-0.000134,95.001M,,130667,Orion Money USD,0.001375,-11883.315147635989,ORION-USD,12131,73,12131,12131,-0.9736032750236029,USD,109877.0,1.926027397260274,0.001156595186330378,-2.509309214447355,-0.10815107026617025,0.09207099128377007,23.201889803510056
2074,-80.72%,,-2.97e-05,18.385B,,130432,StrongHands USD,7.09e-06,,SHND-USD,16,74,16,16,inf,USD,956729.0,5.8191780821917805,5.143368252902292e-05,,,,
2075,-1.03%,,-0.0,7.093B,,129005,Cryptrust USD,1.8e-05,,CTRT-USD,60,75,60,60,-0.05814695923778235,USD,0.0,4.953424657534247,1.6351219528587535e-05,,,,
2076,-16.92%,,-0.000635,41M,,127907,Beer Money USD,0.00312,-88.94713342446038,BEER-USD,29,76,29,29,-0.14240729042805667,USD,53034.0,3.3123287671232875,0.001359870657324791,-0.10606506683878245,-0.0016771718788788396,0.2509540779192414,63.240427635648835
2077,-0.54%,,-1.5e-05,46.539M,,127571,Actinium USD,0.002741,-1587.4547679672974,ACM-USD,51,77,51,51,-0.3986583699823011,USD,114849.0,4.67945205479452,0.002445999998599291,-0.3511375387230921,-0.01382210352695537,0.100809759435203,25.404059377671157
2078,-4.35%,,-0.000148,38.963M,,126920,Mochi Market USD,0.003257,-7285.305202479481,MOMA-USD,9548,78,9548,9548,-0.9101448606839176,USD,88080.0,2.3589041095890413,0.002244300441816449,-1.6635841919817036,-0.08271236605903134,0.07981303021418219,20.112883613973914
2079,-0.54%,,-0.000104,6.599M,,126617,Aitra USD,0.019188,-1106.4586793782619,AITRA-USD,0,79,0,0,-0.5824238675013758,USD,119812.0,2.9232876712328766,0.018156947568058968,-0.6029278802805839,-0.009234957094266534,0.2590776469313315,65.28756702669554
2080,-2.10%,,-0.0216,126082,,126450,OtterClam Finance USD,1.0029,-2068.0518190166995,CLAM15233-USD,11,80,11,11,-0.9647140988023636,USD,14534.0,1.7397260273972603,0.11528000235557556,-2.308921896355542,-0.14229061641782714,0.06439207804607859,16.226803667611804
2081,-4.57%,,-0.00033,18.272M,,125897,ION USD,0.00689,-322.7703201477492,ION-USD,37,81,37,37,-0.643670475267279,USD,56878.0,5.8191780821917805,0.0031126197427511215,-0.7250652251808952,-0.005674783222823398,0.5070225318026366,127.76967801426441
2082,-6.02%,,-0.000153,52.693M,,125893,Primas USD,0.002389,-0.0,PST-USD,10701,82,10701,10701,-0.592875461739558,USD,0.0,5.8191780821917805,0.0015182099305093288,-0.6204282457051726,-0.025248836268387545,0.09751011182717095,24.57254818044708
2083,+2.60%,,0.011135,286008,,125830,Levante U.D. Fan Token USD,0.439955,-5918.395311694997,LEV11534-USD,19002,83,19002,19002,-0.6764567287732057,USD,118724.0,1.7726027397260273,0.415109246969223,-0.7790752011733874,-0.04985003294780328,0.062017376435069896,15.628378861637614
2084,-0.78%,,-4e-06,279.674M,,125441,Moola USD,0.000449,-0.0,AXPR-USD,9308,84,9308,9308,-0.7424467862976645,USD,0.0,5.608219178082192,6.573189602931961e-05,-0.936562435941419,-0.03450316974349176,0.10771525139782774,27.14424335225259
2085,-15.86%,,-2.3e-07,99.966B,,122794,Qrkita Token USD,1.23e-06,,QRT-USD,462021,85,462021,462021,-0.9835464113023804,USD,161463.0,1.8630136986301369,1.6151776662809425e-06,,,,
2086,+1.64%,,3.9e-05,50.172M,,122649,DMM: Governance USD,0.002445,-0.0,DMG-USD,41023,86,41023,41023,-0.9758832941398119,USD,0.0,3.158904109589041,1.1997734873148147e-05,-2.5716775981685385,-0.05738109311043537,0.17784725387439917,44.817507976348594
2087,-0.77%,,-1.2e-05,78.907M,,122296,Netkoin USD,0.00155,-0.0,NTK-USD,3,87,3,3,-0.694494241196308,USD,0.0,5.536986301369863,0.0008796140318736434,-0.8186800981698076,-0.018809246279031674,0.17271986873363096,43.525406920875
2088,+0.90%,,2e-05,53.416M,,122274,VisionGame USD,0.002289,-4321.1922447676525,VISION18330-USD,86379,88,86379,86379,-0.9724069605146186,USD,40768.0,1.3863013698630138,0.0007629574974998832,-2.4787077153894224,-0.10599470773076071,0.09279842303750471,23.385202605451187
2089,-2.25%,,-0.51,5463,,121441,Zoracles USD,22.23,-775.7336663358687,ZORA-USD,487,89,487,487,-0.7724590482556779,USD,33445.0,2.7534246575342465,6.122243404388428,-1.0221016777508252,-0.023194309054742675,0.17486871581821944,44.0669163861913
2090,+0.34%,,0.000532,775006,,121417,Roush Fenway Racing Fan Token USD,0.156667,1415.0066859256683,ROUSH-USD,7108,90,7108,7108,0.04170878487241714,USD,858053.0,1.7753424657534247,1.1071573495864868,0.0282118675327448,0.0016490900747688877,0.06788704692456497,17.10753582499037
2091,+2.80%,,5e-06,663.271M,,121347,Cappasity USD,0.000183,-0.0,CAPP-USD,100182,91,100182,100182,-0.6541887942089493,USD,0.0,5.745205479452054,7.430519326590002e-05,-0.7331213693520414,-0.026666483348496032,0.10909619184215,27.4922403442218
2092,-0.00%,,-0.0,20.144B,,120925,Metaverse Dualchain Network Architecture USD,6e-06,-1833.0877980032885,DNA5234-USD,34923,92,34923,34923,-0.8981124115080369,USD,120824.0,3.547945205479452,5.998133474349743e-06,-1.5768193343917982,-0.015171553648309017,0.4124310354738948,103.9326209394215
2093,+1.19%,,7.2e-05,19.674M,,120601,Unitrade USD,0.00613,-3037.9942071169057,TRADE-USD,4,93,4,4,-0.5004845504566816,USD,257646.0,3.0794520547945203,0.013095925562083721,-0.4792258118945479,-0.011791350174723868,0.16127836944549087,40.6421491002637
2094,+4.25%,,4.9e-05,100M,,120063,Wabi USD,0.001201,-0.0,WABI-USD,4,94,4,4,-0.7152428592302538,USD,0.0,5.701369863013698,0.001075000036507845,-0.8672380468741709,-0.023193534357773334,0.14837845616124712,37.391370952634276
2095,-0.65%,,-7e-06,115.123M,,119867,The Crypto Prophecies USD,0.001041,-4651.195219649169,TCP9416-USD,49383,95,49383,49383,-0.9243977231448997,USD,66230.0,2.3424657534246576,0.0005672406405210495,-1.7828267329809298,-0.07022792117845643,0.10073926636505817,25.38629512399466
2096,-1.03%,,-1e-06,1.092B,,119222,Fivebalance USD,0.000109,128.4079449029935,FBN-USD,97,96,97,97,0.27484853131827824,USD,53590.0,4.879452054794521,4.90536549477838e-05,0.16765067915607818,0.0023961176507369566,0.2776493352223187,69.96763247602432
2097,-0.86%,,-2.7e-05,37.717M,,117723,Aluna.Social USD,0.003121,-5010.633643241467,ALN-USD,12108,97,12108,12108,-0.9100720209943945,USD,84211.0,2.4712328767123286,0.0022327175829559565,-1.663024747656664,-0.059500939820705936,0.11091092971100595,27.949554287173502
2098,+67.01%,,6.2e-05,764.538M,,117543,Catex Token USD,0.000154,-279.7648262562351,CATT-USD,144,98,144,144,-0.19113096817008746,USD,108912.0,3.695890410958904,0.00014200000441633165,-0.14644877404300968,-0.002568723614075906,0.22623918180904337,57.01227381587893
2099,-0.76%,,-2.9e-05,31.29M,,116709,Gunstar Metaverse USD,0.00373,-5932.200648090765,GSTS-USD,2168,99,2168,2168,-0.9790292163728063,USD,41935.0,1.7561643835616438,0.0013401947217062116,-2.6681794974849526,-0.1414618015521823,0.07484715847481163,18.86148393565253
2100,-0.54%,,-0.0001,6.351M,,116634,Swing USD,0.018366,-0.0,SWING-USD,2,100,2,2,-0.21826833138582602,USD,0.0,5.8191780821917805,0.009856629185378551,-0.17008945097246292,-0.006207252827383712,0.10873701419120416,27.401727576183447
2101,+0.92%,,0.0,9.38B,,116540,EveryCoin USD,1.2e-05,-1068.9678439179852,EVY-USD,2634,101,2634,2634,-0.5098798517861938,USD,142830.0,4.536986301369863,1.5227125004457776e-05,-0.4923353118067276,-0.007484196904837816,0.2610449163257202,65.78331891408149
2102,-0.36%,,-1e-08,32B,,116219,XcelToken Plus USD,3.63e-06,-2320.503050850078,XLAB-USD,468,102,468,468,-0.8191959442084233,USD,139473.0,3.936986301369863,3.0994149256002856e-06,-1.1808384451989937,-0.016637650662494376,0.2816423388784646,70.97386939737308
2103,-0.32%,,-4.2e-05,8.89M,,116029,FBX by KXCO USD,0.013052,-233.90326321833322,FBX18696-USD,41560,103,41560,41560,-0.9093017554379783,USD,6577.0,1.452054794520548,0.0007398602901957929,-1.6571363113644657,-0.03556382290076528,0.18490525503568067,46.59612426899153
2104,-1.51%,,-0.0,747.567B,,115539,Silver Stonks USD,1.5e-07,,SSTX-USD,145,104,145,145,-1.0,USD,83579.0,1.8657534246575342,0.0,,,,
